Transaction_ID,User_ID,Device_OS,Payment_Method,Transaction_Amount,Last_Step_Reached,Error_Code,Processing_Time_Sec
8796,7843,Android,Digital Wallet,165.18,1,Insufficient_Funds,4.99323741489262
8797,5629,iOS,Digital Wallet,480.46,4,None,5.4476480402923295
8798,6884,Web,Credit Card,230.69,4,Biometric_Fail,4.3793390776594086
8799,8246,Web,ACH,425.89,3,Insufficient_Funds,1.528962178834353
8800,5075,Web,Debit Card,420.8,4,Invalid_CVV,3.2325727926161467
8801,8684,Web,Digital Wallet,283.48,2,Timeout,9.085228481687423
8802,5925,Android,Debit Card,252.96,1,None,0.7787038095353849
8803,8734,iOS,ACH,151.18,1,Biometric_Fail,3.806644508138113
8804,7447,iOS,Credit Card,282.63,4,Invalid_CVV,7.803850571237396
8805,6805,iOS,Credit Card,289.45,3,Timeout,1.5994872268852909
8806,5969,iOS,Debit Card,123.94,4,Timeout,2.811348220505379
8807,6094,Android,Debit Card,403.35,4,None,7.373724387108991
8808,7028,Web,Debit Card,172.06,4,None,3.5008086356849546
8809,8251,Android,Digital Wallet,378.26,4,Invalid_CVV,6.8962127189946365
8810,8195,Android,Digital Wallet,494.06,2,Biometric_Fail,6.30193313570811
8811,6404,Android,Digital Wallet,497.75,3,Biometric_Fail,7.4615448419672505
8812,8364,iOS,Digital Wallet,432.34,4,Biometric_Fail,4.339030980797562
8813,7844,Web,Credit Card,429.2,1,Timeout,2.684686177283283
8814,5194,Android,Digital Wallet,403.96,4,Invalid_CVV,5.840698400825357
8815,8982,iOS,ACH,350.15,4,Timeout,7.928222782625716
8816,5227,Web,Debit Card,96.07,3,None,5.683157086519626
8817,8502,Android,Debit Card,58.44,4,Insufficient_Funds,3.1642576726306464
8818,6459,Android,Digital Wallet,288.19,2,Invalid_CVV,6.569713768437917
8819,8858,Android,Digital Wallet,339.92,4,None,9.980521720849751
8820,5460,Android,ACH,203.28,4,Biometric_Fail,7.112594910944765
8821,5617,iOS,Credit Card,474.62,4,Biometric_Fail,3.014858503646821
8822,8092,Web,Debit Card,129.29,4,Invalid_CVV,7.255177225959007
8823,5063,Web,Digital Wallet,129.55,4,Timeout,8.686786519201316
8824,7212,Android,Credit Card,435.09,4,Invalid_CVV,0.5424308861568266
8825,7074,Android,Debit Card,256.9,1,Timeout,6.334005003568783
8826,8382,Web,ACH,22.81,1,Biometric_Fail,1.832831019855333
8827,8059,iOS,ACH,101.98,2,None,5.8435927571943695
8828,5284,Web,Digital Wallet,284.72,4,Insufficient_Funds,9.419780374289042
8829,6683,Android,Debit Card,166.35,1,Insufficient_Funds,6.824150756971565
8830,7328,Android,ACH,247.25,4,Biometric_Fail,7.905143401032853
8831,5837,Android,ACH,398.01,4,Insufficient_Funds,7.016143639300008
8832,5830,Android,Debit Card,250.04,4,Timeout,3.4886765109947535
8833,6187,iOS,Debit Card,235.26,4,None,1.0874903149913533
8834,8969,Android,Credit Card,92.13,3,Biometric_Fail,1.6661172530166908
8835,7965,Android,Credit Card,77.42,4,Timeout,1.1738582063305136
8836,5223,Android,Credit Card,218.67,4,Timeout,1.1657970267798123
8837,5783,iOS,Digital Wallet,108.75,2,Biometric_Fail,9.61033527157116
8838,8217,Android,Credit Card,203.21,4,Timeout,2.7366778592963645
8839,8012,Android,ACH,284.95,4,None,2.650290581622401
8840,5949,Web,Credit Card,60.7,4,Biometric_Fail,7.244873978797066
8841,8939,Web,Debit Card,102.25,4,None,5.230107924481541
8842,8101,Web,Debit Card,429.29,4,Biometric_Fail,7.1137397475958615
8843,5044,iOS,Digital Wallet,318.56,2,None,5.255775084613599
8844,6810,Web,Digital Wallet,373.69,4,Biometric_Fail,1.3162116138916073
8845,5470,iOS,Credit Card,246.87,4,Timeout,8.36274830926268
8846,7081,iOS,Debit Card,346.0,4,Timeout,9.302870593690603
8847,7700,iOS,Credit Card,219.49,4,Invalid_CVV,8.06166723552621
8848,8498,Web,Debit Card,69.13,2,Insufficient_Funds,2.615702528573007
8849,5829,iOS,Debit Card,221.46,4,Timeout,4.8476926565708816
8850,6909,iOS,ACH,314.92,2,None,4.107218297032711
8851,7268,iOS,ACH,130.19,3,None,4.675192271101357
8852,6891,Android,Credit Card,353.4,3,Biometric_Fail,6.437842611601876
8853,7581,Web,ACH,71.1,4,Insufficient_Funds,1.4605299433308652
8854,5691,Android,Digital Wallet,119.7,1,Biometric_Fail,7.938480832784269
8855,6390,Android,ACH,364.06,4,None,7.426240743931378
8856,5931,iOS,ACH,121.23,4,Timeout,7.712881220656598
8857,5840,iOS,Credit Card,316.37,4,Invalid_CVV,5.079074500637132
8858,8814,iOS,Digital Wallet,354.41,1,Biometric_Fail,4.570854337310883
8859,8058,Android,Credit Card,110.11,4,Biometric_Fail,0.7750095856352002
8860,6938,Android,Debit Card,255.05,1,Biometric_Fail,1.5565688408312333
8861,6573,iOS,ACH,471.33,4,Timeout,9.944006619868942
8862,7629,Web,Digital Wallet,297.94,1,Invalid_CVV,2.2638438008575723
8863,8187,Web,Debit Card,23.37,3,Insufficient_Funds,5.687084336422776
8864,7286,iOS,Digital Wallet,101.69,4,Biometric_Fail,4.167105048244865
8865,8406,iOS,Debit Card,411.02,4,Biometric_Fail,9.811358870058468
8866,7488,Android,Debit Card,241.53,1,None,4.585893082197845
8867,5147,iOS,Credit Card,39.61,4,None,9.896006429634715
8868,6032,iOS,Credit Card,182.65,4,Insufficient_Funds,3.877603528319877
8869,6311,iOS,ACH,358.58,4,Biometric_Fail,6.574906895343652
8870,5387,Web,Debit Card,373.31,3,Invalid_CVV,3.3640258895496955
8871,8121,Android,Digital Wallet,295.94,3,Biometric_Fail,8.992338296136785
8872,6873,iOS,Debit Card,377.04,2,Invalid_CVV,2.5573744112427628
8873,8588,iOS,Credit Card,214.97,3,Invalid_CVV,5.300708203259248
8874,5915,iOS,Digital Wallet,240.85,4,Invalid_CVV,6.5880720599234115
8875,6878,iOS,Digital Wallet,217.9,1,None,0.5638609242611883
8876,7685,Android,ACH,149.84,4,Timeout,8.9606729392475
8877,8658,Web,Debit Card,326.84,2,Timeout,9.066428297395971
8878,8748,iOS,ACH,333.09,1,Insufficient_Funds,0.5247029658667883
8879,5277,iOS,ACH,432.81,4,Timeout,5.6656663119589705
8880,6977,iOS,Debit Card,162.87,4,Invalid_CVV,5.323738082496739
8881,6859,iOS,Credit Card,322.74,4,Insufficient_Funds,3.684635100359298
8882,8036,Web,Credit Card,174.63,3,Biometric_Fail,4.775127003363897
8883,8371,iOS,Digital Wallet,453.0,4,Invalid_CVV,5.2889820114216155
8884,6825,iOS,Credit Card,165.55,4,None,8.847847694109447
8885,7636,iOS,ACH,395.15,2,None,1.3066441572312892
8886,6833,Android,Credit Card,417.47,1,Timeout,4.008759492497389
8887,7696,Web,Digital Wallet,182.9,4,None,8.886330516378758
8888,5617,iOS,Credit Card,110.21,2,Insufficient_Funds,5.67037739388302
8889,6630,Android,Debit Card,41.49,4,Biometric_Fail,9.381783368579027
8890,7182,iOS,ACH,455.78,2,None,5.223905591895072
8891,5579,Android,ACH,328.72,3,Biometric_Fail,6.8475750132844135
8892,6170,Android,ACH,410.83,4,Insufficient_Funds,8.110129092195978
8893,5489,Android,Digital Wallet,311.12,4,Timeout,7.9201329998235535
8894,7525,Android,ACH,84.03,4,Invalid_CVV,4.714172553990185
8895,6182,Web,Digital Wallet,155.27,3,Timeout,2.8516197660293554
8896,5383,Android,ACH,172.07,3,Biometric_Fail,4.070405527958414
8897,5162,Android,Credit Card,218.1,1,Invalid_CVV,3.3422951129938574
8898,7488,Android,Debit Card,30.89,3,Biometric_Fail,1.587425650940356
8899,6876,Android,ACH,336.71,4,Invalid_CVV,1.1921098813168756
8900,6212,iOS,Credit Card,138.94,4,Insufficient_Funds,7.266158279610635
8901,7462,iOS,Credit Card,242.64,2,Timeout,6.021673206481887
8902,6362,iOS,Debit Card,34.54,4,None,3.2822084993103435
8903,6630,Android,Credit Card,350.05,4,Invalid_CVV,8.345363531969978
8904,6204,Android,Digital Wallet,276.18,3,Biometric_Fail,3.820606245718361
8905,5287,iOS,ACH,453.03,4,None,0.8065058187201494
8906,6857,Android,Credit Card,102.64,4,Insufficient_Funds,7.747353093384419
8907,5186,Web,ACH,479.06,4,Biometric_Fail,4.0569546076771275
8908,6907,iOS,Debit Card,453.39,4,Invalid_CVV,6.373646495024821
8909,6161,iOS,Debit Card,151.39,4,Biometric_Fail,4.280184209749251
8910,5129,Web,Debit Card,449.51,4,Insufficient_Funds,3.4803552962435527
8911,7241,Android,Credit Card,149.53,4,Timeout,9.981118817783042
8912,7363,iOS,Credit Card,171.32,4,Biometric_Fail,1.3704531995975497
8913,8856,Android,Credit Card,454.96,4,Biometric_Fail,2.37260475400029
8914,6887,Android,Digital Wallet,394.87,4,Timeout,3.2558112479274
8915,5143,Android,Credit Card,223.38,4,Timeout,9.387848684438458
8916,5015,Android,Debit Card,61.27,4,Timeout,3.53324605789139
8917,8373,Android,Digital Wallet,234.31,2,Timeout,9.55822559314244
8918,7470,Android,Debit Card,422.9,3,Biometric_Fail,9.090980061934907
8919,5244,iOS,Debit Card,298.0,2,Timeout,3.249013105789598
8920,5926,Android,Digital Wallet,29.0,4,Invalid_CVV,5.202945192648578
8921,8178,Web,ACH,207.19,4,Timeout,0.8932063492504214
8922,8159,iOS,ACH,351.45,4,Biometric_Fail,7.792233634299229
8923,7176,Android,ACH,441.27,2,Invalid_CVV,2.57711595069387
8924,5906,iOS,Digital Wallet,488.6,2,Timeout,3.7516010496082415
8925,5886,iOS,Credit Card,419.19,4,Invalid_CVV,8.282718930031661
8926,5340,Web,ACH,436.46,4,Insufficient_Funds,6.37550999811926
8927,7051,iOS,Debit Card,111.44,4,Invalid_CVV,1.2573601874659568
8928,8398,iOS,Credit Card,430.67,3,Insufficient_Funds,7.916153839258351
8929,6433,Android,Digital Wallet,463.55,4,Insufficient_Funds,7.995394398548772
8930,8950,Android,Credit Card,318.93,2,Insufficient_Funds,7.65675155848688
8931,5305,Android,ACH,246.29,1,Invalid_CVV,7.025829985014473
8932,5907,iOS,Credit Card,406.63,2,Timeout,1.1990496855004944
8933,7654,iOS,Digital Wallet,310.47,4,Invalid_CVV,5.403283729547763
8934,8792,iOS,Digital Wallet,414.69,2,Invalid_CVV,0.5057450950622834
8935,8296,Android,Credit Card,228.45,4,Timeout,7.92884106412003
8936,6371,Android,ACH,93.26,2,Timeout,9.627732864375371
8937,8039,Android,Digital Wallet,459.21,4,Insufficient_Funds,9.41759037720053
8938,5320,Android,Debit Card,484.34,4,Biometric_Fail,9.536481054772262
8939,5558,iOS,Debit Card,486.51,3,Invalid_CVV,4.810835592850203
8940,6204,Android,Debit Card,478.04,4,Timeout,3.399078119101884
8941,7665,iOS,ACH,249.36,4,Invalid_CVV,6.9987497189153665
8942,7758,iOS,Credit Card,316.33,4,Invalid_CVV,2.551417613761905
8943,6409,Android,Digital Wallet,440.95,2,Insufficient_Funds,6.564378036657994
8944,6641,iOS,ACH,16.53,3,Insufficient_Funds,8.44496064411534
8945,8863,Android,Credit Card,85.35,4,Invalid_CVV,6.315962742578301
8946,8843,iOS,Digital Wallet,86.67,4,Insufficient_Funds,2.500571246453529
8947,6131,Android,Digital Wallet,114.19,4,Invalid_CVV,9.37907055214547
8948,7578,iOS,Debit Card,205.72,4,Invalid_CVV,3.019647361455549
8949,7457,Web,Debit Card,234.34,1,Biometric_Fail,9.915438191994458
8950,8367,iOS,ACH,198.56,1,Biometric_Fail,8.177652767097205
8951,5817,Android,Digital Wallet,440.01,4,Biometric_Fail,8.676483594490582
8952,6194,Web,Digital Wallet,132.8,4,Biometric_Fail,2.0076070699282256
8953,8402,Android,Debit Card,370.71,4,Biometric_Fail,9.72374593865786
8954,7540,Android,Digital Wallet,487.63,4,Invalid_CVV,5.676943424521877
8955,8266,Android,Digital Wallet,329.71,4,Invalid_CVV,2.4597801380791693
8956,5011,Android,ACH,27.15,1,Timeout,4.597019847806771
8957,5194,Web,Debit Card,61.36,4,Insufficient_Funds,3.995306553053193
8958,7537,iOS,Debit Card,420.19,2,Biometric_Fail,8.217454790013933
8959,7842,Web,Debit Card,183.59,4,Insufficient_Funds,5.185889808507305
8960,7928,Android,Digital Wallet,205.01,4,Biometric_Fail,1.417166881451707
8961,7229,Web,ACH,443.02,3,Biometric_Fail,3.8783372342321423
8962,8009,iOS,Digital Wallet,354.25,2,Timeout,3.5370276024656544
8963,8888,Web,Debit Card,357.38,2,Timeout,1.9893783331656079
8964,5655,iOS,Digital Wallet,338.02,4,Invalid_CVV,4.691215194251151
8965,6921,Android,ACH,318.31,4,Invalid_CVV,7.233666102913109
8966,8387,Android,ACH,378.79,1,None,0.8610165412510831
8967,7741,Android,Credit Card,351.84,3,Biometric_Fail,8.00821240015146
8968,7077,Android,Debit Card,52.14,4,Invalid_CVV,3.474800533226267
8969,6619,iOS,Digital Wallet,114.13,4,Invalid_CVV,0.8740442789448154
8970,8749,Android,Credit Card,58.84,4,Biometric_Fail,6.580810049890477
8971,8867,iOS,Credit Card,404.93,1,Timeout,2.35911680621976
8972,8864,Android,ACH,299.68,4,Invalid_CVV,9.366014213497701
8973,6119,Android,Debit Card,482.67,4,Timeout,2.398839972884778
8974,8452,iOS,Credit Card,360.47,2,Timeout,0.9311177595354934
8975,5777,Android,Debit Card,250.19,4,None,6.593999608856989
8976,5443,Android,Debit Card,466.66,4,Biometric_Fail,3.1248079785155234
8977,5297,iOS,ACH,483.05,4,Timeout,6.603687120566843
8978,5807,Web,ACH,315.54,4,Invalid_CVV,5.308827025109101
8979,6760,Android,Credit Card,314.9,4,None,1.1094550976671878
8980,5844,iOS,Credit Card,292.11,4,None,4.225098409706487
8981,6015,iOS,ACH,46.92,4,Timeout,3.57438326643688
8982,6384,Android,Digital Wallet,383.77,4,None,9.074692000457693
8983,6397,iOS,Digital Wallet,438.85,4,Insufficient_Funds,6.257561289682802
8984,5553,iOS,Credit Card,281.01,2,None,5.009131481810736
8985,7350,iOS,Digital Wallet,100.79,4,None,4.821151629681102
8986,5420,Android,Credit Card,407.15,3,Biometric_Fail,8.89419498435636
8987,6269,Android,Debit Card,448.13,1,Timeout,8.201979857961735
8988,8791,iOS,Credit Card,404.06,3,Insufficient_Funds,6.232633828765093
8989,6260,Android,Digital Wallet,109.8,4,Biometric_Fail,4.765208239691787
8990,8605,Web,Credit Card,112.35,4,Insufficient_Funds,4.951168506683908
8991,5184,Web,Digital Wallet,231.81,4,Biometric_Fail,8.291622473102136
8992,5467,Web,Credit Card,82.95,4,Insufficient_Funds,9.65248964785527
8993,7801,Web,ACH,345.3,3,Invalid_CVV,3.872137042051625
8994,7410,iOS,Debit Card,355.53,4,None,3.30415307429967
8995,6306,iOS,Credit Card,493.32,4,Biometric_Fail,8.157721121877621
8996,6576,Android,ACH,192.44,1,Biometric_Fail,3.8715827090246875
8997,5335,Android,Debit Card,364.2,4,Biometric_Fail,8.565520856413814
8998,7209,Web,Digital Wallet,250.86,3,Timeout,5.6308912816596735
8999,8231,iOS,ACH,85.36,4,None,4.320874281940359
9000,6497,Android,ACH,456.47,4,None,8.06104097209172
9001,8672,Android,Debit Card,34.66,3,Biometric_Fail,8.40461303613914
9002,8393,Android,Debit Card,25.87,4,Biometric_Fail,5.076739309159293
9003,7059,Android,ACH,136.12,3,Biometric_Fail,0.819538685112913
9004,6447,iOS,ACH,499.79,4,None,6.743131929797946
9005,8144,Web,Credit Card,15.3,2,Timeout,3.2169440132869473
9006,5587,Android,Digital Wallet,214.42,4,Timeout,2.2059160657667327
9007,6881,Android,ACH,261.74,3,Biometric_Fail,2.2675633543773164
9008,5200,iOS,Debit Card,160.76,4,Insufficient_Funds,5.256968191566925
9009,5521,Android,Debit Card,354.25,4,Biometric_Fail,1.0127286061647434
9010,6887,iOS,Debit Card,189.74,3,Biometric_Fail,9.496364742743106
9011,7552,iOS,Digital Wallet,332.43,4,Invalid_CVV,2.925313687463698
9012,8809,iOS,Debit Card,175.28,3,Insufficient_Funds,3.676287494263887
9013,6711,iOS,ACH,79.17,3,Invalid_CVV,6.237530281639781
9014,5787,Android,ACH,283.4,4,Invalid_CVV,5.375254568959922
9015,8110,iOS,Digital Wallet,278.6,3,None,5.234883891524776
9016,5059,Web,Digital Wallet,135.41,4,Biometric_Fail,7.422010633403768
9017,5577,iOS,Digital Wallet,183.82,4,Timeout,2.449942920580641
9018,5320,iOS,Debit Card,220.41,1,Biometric_Fail,3.6326034125145377
9019,6458,Web,Debit Card,283.42,1,None,9.015975416428432
9020,8707,iOS,Debit Card,322.98,4,Timeout,2.468245073448817
9021,8747,iOS,Credit Card,66.49,3,Timeout,6.438548317199813
9022,8479,iOS,ACH,76.92,2,Invalid_CVV,5.409985888040824
9023,7037,Web,Debit Card,186.41,2,Biometric_Fail,8.202698833929666
9024,5922,Web,ACH,210.87,1,None,7.9810299321651605
9025,6409,iOS,Credit Card,169.28,1,Insufficient_Funds,3.836412147810874
9026,6694,Android,ACH,325.06,4,Timeout,4.378813084661475
9027,5568,Android,Credit Card,482.02,2,Insufficient_Funds,2.6984311297224566
9028,6101,Web,ACH,304.56,4,Invalid_CVV,5.1256215822448
9029,8265,iOS,Credit Card,91.04,3,Biometric_Fail,5.561450493621095
9030,8356,Web,ACH,167.48,2,Invalid_CVV,7.468370362979791
9031,5526,iOS,Credit Card,274.8,2,Insufficient_Funds,1.9811224929705131
9032,7571,iOS,Debit Card,160.1,4,Invalid_CVV,4.510652332090244
9033,7660,iOS,Debit Card,233.75,3,Biometric_Fail,2.915509581038026
9034,8227,Android,Digital Wallet,291.4,1,Biometric_Fail,8.671548868189108
9035,8411,Android,ACH,354.48,1,Invalid_CVV,3.8840273159229053
9036,7172,Android,Credit Card,121.34,3,Biometric_Fail,7.477069252468117
9037,5870,Android,Debit Card,237.73,2,Timeout,5.558346264172681
9038,5279,Android,ACH,206.9,1,Biometric_Fail,3.1355320360858663
9039,7964,Android,Credit Card,52.51,4,Biometric_Fail,8.430979357992557
9040,8977,iOS,Credit Card,302.98,4,Insufficient_Funds,5.420170530796043
9041,7669,Android,Credit Card,390.75,3,Biometric_Fail,9.450214403763791
9042,7893,iOS,Credit Card,425.87,4,None,4.815299717137371
9043,6892,Android,Digital Wallet,41.3,4,Biometric_Fail,9.458778057600139
9044,8729,Android,ACH,284.47,4,Invalid_CVV,5.38512164659178
9045,6751,Android,Credit Card,493.67,4,Invalid_CVV,3.520160758827176
9046,8981,Android,Credit Card,378.83,4,Invalid_CVV,2.426327692024949
9047,5673,iOS,Debit Card,296.94,4,None,8.516767422626437
9048,6151,Android,Credit Card,19.77,3,Biometric_Fail,7.424171737939552
9049,7361,iOS,Credit Card,35.99,4,None,2.070164346127183
9050,5331,Web,Digital Wallet,31.34,2,Biometric_Fail,4.386548299002598
9051,6173,iOS,Credit Card,398.02,1,Timeout,1.3174448209749583
9052,7039,Android,Credit Card,273.98,3,Biometric_Fail,9.509762042054971
9053,6477,Android,ACH,156.54,3,Biometric_Fail,8.190455942129077
9054,5035,Web,ACH,438.32,4,None,4.489061520295124
9055,6708,Android,ACH,406.76,1,Biometric_Fail,8.370300506592873
9056,6443,iOS,Debit Card,390.19,1,Insufficient_Funds,8.488246611789872
9057,8093,Android,Credit Card,388.04,3,Biometric_Fail,6.785260872064335
9058,7253,iOS,ACH,99.73,4,Invalid_CVV,5.421209340658216
9059,7686,Android,ACH,438.44,4,Insufficient_Funds,3.4648745855157683
9060,7895,Web,Debit Card,102.44,3,Insufficient_Funds,3.2578151125533275
9061,6379,iOS,Debit Card,432.29,1,Invalid_CVV,8.501320014148549
9062,5439,Android,Credit Card,446.33,4,Biometric_Fail,6.893079393865703
9063,7776,Web,Credit Card,357.63,4,Biometric_Fail,3.3735369891545797
9064,6119,iOS,Credit Card,355.91,4,Timeout,7.562674627193797
9065,7988,Android,ACH,134.05,1,Invalid_CVV,3.1342828569439902
9066,5163,Web,Digital Wallet,160.0,2,Timeout,7.714009184032855
9067,5147,Web,Digital Wallet,288.43,4,None,5.187642082399955
9068,8601,Android,Debit Card,288.33,4,Timeout,2.2630068055195256
9069,7341,iOS,ACH,173.1,4,Invalid_CVV,6.239684602665103
9070,5194,iOS,Credit Card,448.78,4,Invalid_CVV,6.0207474220025015
9071,5662,Android,ACH,69.95,4,Biometric_Fail,7.032735541870614
9072,5479,iOS,Debit Card,197.83,4,Timeout,7.28633023836463
9073,8948,iOS,ACH,132.96,2,Timeout,2.645487598980248
9074,5122,Android,Credit Card,464.85,3,Biometric_Fail,5.764912646486362
9075,6423,Android,Credit Card,75.69,4,Timeout,8.462241539709856
9076,7746,Web,Credit Card,238.03,4,Timeout,4.6514196673423305
9077,5964,iOS,Credit Card,25.85,4,Insufficient_Funds,2.0879884404118494
9078,8523,iOS,Debit Card,390.35,2,Timeout,1.1090538512705401
9079,7708,Web,Debit Card,332.3,4,Invalid_CVV,4.456353810768948
9080,8175,Android,Digital Wallet,422.15,4,Biometric_Fail,2.816115634136896
9081,6778,Web,Credit Card,149.96,1,None,9.947862419253669
9082,6485,Web,Debit Card,278.71,4,Insufficient_Funds,1.9255585440733833
9083,8814,Web,Digital Wallet,479.41,4,Insufficient_Funds,9.992840621044289
9084,7014,Android,Credit Card,130.11,2,None,4.388764905762811
9085,8789,iOS,Digital Wallet,452.39,2,Insufficient_Funds,4.01242612041531
9086,5709,Android,ACH,474.04,2,Biometric_Fail,2.335744823903969
9087,7443,Android,ACH,192.14,1,None,8.01458917856368
9088,5911,iOS,ACH,169.17,3,None,5.9695702476317365
9089,6360,Android,Digital Wallet,145.2,4,None,4.852551914481233
9090,8052,iOS,Debit Card,422.16,2,Timeout,7.624175572990748
9091,8670,Android,Credit Card,343.44,2,Invalid_CVV,1.355072695149685
9092,8213,iOS,ACH,108.64,4,Biometric_Fail,2.892438256315977
9093,7364,Android,Debit Card,428.27,4,Biometric_Fail,8.714491688801726
9094,6734,Web,Debit Card,99.79,3,None,1.8096835318669335
9095,8629,iOS,Debit Card,247.44,4,Invalid_CVV,0.8551703563346176
9096,6823,Android,Digital Wallet,61.61,3,Biometric_Fail,9.292120506662688
9097,8598,iOS,Debit Card,325.93,2,Biometric_Fail,1.2700356375824224
9098,6579,Web,Credit Card,331.58,2,None,2.8453683554854963
9099,8472,Web,Debit Card,184.34,3,Timeout,3.8847879729959227
9100,5680,Web,Debit Card,56.5,2,Timeout,6.7905861623931525
9101,6333,Web,Credit Card,275.2,2,Timeout,6.814673899616607
9102,7542,Android,Credit Card,460.74,2,Timeout,9.891278193907837
9103,5555,iOS,ACH,396.53,2,Insufficient_Funds,3.1369682766056823
9104,5609,iOS,Digital Wallet,289.24,4,Biometric_Fail,1.3127076384941483
9105,8844,Android,Credit Card,42.25,2,None,8.524545499158704
9106,7156,Android,Debit Card,329.62,3,Biometric_Fail,6.034586148220449
9107,8866,Android,ACH,175.32,2,None,9.814380053150295
9108,5371,iOS,Credit Card,370.34,3,None,5.486293764073045
9109,7902,iOS,Credit Card,25.09,2,Invalid_CVV,3.965944139233785
9110,5615,Android,ACH,243.59,3,Biometric_Fail,4.987516841666545
9111,7815,iOS,Digital Wallet,181.39,2,None,2.4343389763780356
9112,6914,Android,Credit Card,12.16,4,None,2.270695809576596
9113,7253,Android,ACH,237.78,1,Invalid_CVV,7.4786315691019585
9114,5846,Android,Debit Card,80.16,4,Insufficient_Funds,1.7730138144609793
9115,5042,iOS,Credit Card,15.85,4,Insufficient_Funds,5.217069261342063
9116,5864,Web,Debit Card,309.45,4,Invalid_CVV,7.063057035561126
9117,6268,iOS,ACH,493.49,2,Timeout,8.043875183239438
9118,8358,iOS,Digital Wallet,340.32,1,Biometric_Fail,2.9868986956468815
9119,6378,Android,Credit Card,441.67,4,None,9.315897782046708
9120,5784,iOS,Digital Wallet,67.47,4,Biometric_Fail,7.345686673104726
9121,5475,iOS,Credit Card,151.61,3,Timeout,7.732910691091118
9122,5082,iOS,Digital Wallet,385.33,4,Invalid_CVV,1.9350957708376948
9123,6133,Android,Debit Card,93.55,3,Biometric_Fail,5.896470078626733
9124,7237,Web,ACH,299.89,4,Invalid_CVV,2.744562106445467
9125,5799,Android,Digital Wallet,238.58,2,Biometric_Fail,3.0010662008862132
9126,5935,Android,Credit Card,303.42,4,Timeout,6.317923709578814
9127,8980,iOS,Digital Wallet,483.21,3,Invalid_CVV,5.816043695506917
9128,7298,iOS,Debit Card,384.14,3,None,7.79525355030297
9129,8795,iOS,Debit Card,494.6,4,Insufficient_Funds,1.2919327312891549
9130,7338,Web,Credit Card,65.5,4,Invalid_CVV,4.27783039747165
9131,6668,iOS,Credit Card,234.45,3,Invalid_CVV,9.145288872663961
9132,8272,Web,Digital Wallet,127.09,2,Biometric_Fail,1.5322950661873556
9133,8868,iOS,ACH,334.68,4,Timeout,6.004373628045219
9134,5325,Android,Digital Wallet,12.02,2,Insufficient_Funds,3.714571593557359
9135,6534,Web,Credit Card,447.27,4,Insufficient_Funds,1.9815353033649155
9136,8480,iOS,ACH,302.51,4,Insufficient_Funds,6.549744499974227
9137,8678,Android,ACH,337.04,1,Invalid_CVV,6.762287284550027
9138,8861,iOS,ACH,398.18,3,Insufficient_Funds,7.610527307094949
9139,6985,iOS,ACH,374.16,3,Insufficient_Funds,4.743630317109293
9140,6964,iOS,Credit Card,345.2,4,Invalid_CVV,9.303449438452857
9141,5836,Web,Credit Card,474.1,4,Insufficient_Funds,2.5084428469747544
9142,5507,iOS,ACH,122.55,4,Timeout,3.7973128525307738
9143,7778,iOS,ACH,52.02,4,Biometric_Fail,6.465788717151216
9144,8672,Web,Credit Card,317.54,4,Insufficient_Funds,1.00056342991303
9145,7119,iOS,ACH,36.88,1,Insufficient_Funds,8.63281330260538
9146,6270,Android,Credit Card,279.32,4,Biometric_Fail,4.272899591124434
9147,5640,Web,Credit Card,351.17,4,Invalid_CVV,9.023195944323426
9148,8795,iOS,Credit Card,338.63,4,None,2.582226365008385
9149,7987,iOS,Debit Card,172.13,1,Invalid_CVV,9.312455994624901
9150,6878,Web,Digital Wallet,340.71,2,Invalid_CVV,7.612930425390103
9151,5607,iOS,Digital Wallet,170.79,2,Biometric_Fail,6.050274522326584
9152,8658,iOS,Credit Card,403.83,4,Insufficient_Funds,2.1674947523156027
9153,6958,Android,Digital Wallet,436.62,2,None,3.506431751609214
9154,5565,Android,ACH,334.59,3,Biometric_Fail,3.382070141333446
9155,6367,iOS,Debit Card,315.58,4,Biometric_Fail,3.4842947620584903
9156,8996,iOS,ACH,147.36,2,Biometric_Fail,0.8586110017194992
9157,7101,iOS,Digital Wallet,235.3,3,Invalid_CVV,3.818319999367312
9158,6753,iOS,Credit Card,118.94,4,Insufficient_Funds,4.382336683265767
9159,7575,Android,Debit Card,353.63,4,None,5.626905393470731
9160,7658,iOS,Digital Wallet,326.92,4,Timeout,3.194611543575906
9161,8603,Android,Digital Wallet,59.06,4,Biometric_Fail,9.546449997499677
9162,6581,Android,Digital Wallet,449.42,3,Biometric_Fail,6.231808358096721
9163,6986,iOS,Debit Card,493.89,4,Insufficient_Funds,5.886467525850524
9164,7240,iOS,ACH,75.11,1,Invalid_CVV,9.555084418352735
9165,8966,iOS,ACH,141.4,3,Timeout,8.325498519553104
9166,7105,iOS,Digital Wallet,411.64,4,None,8.591687915552091
9167,8508,Android,Digital Wallet,200.49,3,Biometric_Fail,9.531675875885336
9168,8182,Android,Credit Card,33.54,2,Insufficient_Funds,7.479180087553981
9169,5128,iOS,Debit Card,456.32,4,Biometric_Fail,5.221797731974922
9170,6872,Android,Credit Card,265.04,3,Biometric_Fail,7.909661886935453
9171,5705,Web,Debit Card,20.32,4,Biometric_Fail,5.1760940128248905
9172,8996,iOS,Digital Wallet,220.17,4,None,5.758141787049069
